seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr20	62574532	62574651	120	*	X18908	100302137	62572818	62572897	80	-	1634	upstream	1634	MIR1914
chr20	62574532	62574651	120	*	X18908	693232	62573984	62574079	96	-	452	upstream	452	MIR647
chr20	62575702	62575926	225	*	X18909	693232	62573984	62574079	96	-	1622	upstream	1622	MIR647
chr20	62663704	62663808	105	*	X18920	284739	62665697	62671315	5619	+	1888	upstream	1888	C20orf204
chr21	33763626	33763638	13	*	X18965	84996	33765442	33766266	825	+	1803	upstream	1803	URB1-AS1
chr21	34620661	34620765	105	*	X18975	3588	34621014	34669539	48526	+	248	upstream	248	IL10RB
chr21	34640467	34640468	2	*	X18976	100288432	34637937	34638565	629	-	1901	upstream	1901	IL10RB-DT
chr21	46222865	46222875	11	*	X19145	7327	46188495	46221751	33257	-	1113	upstream	1113	UBE2G2
chr22	19950927	19950939	13	*	X19366	100616414	19951276	19951357	82	+	336	upstream	336	MIR4761
chr22	19950978	19951106	129	*	X19367	100616414	19951276	19951357	82	+	169	upstream	169	MIR4761
chr22	20072455	20072602	148	*	X19382	100500860	20073269	20073356	88	+	666	upstream	666	MIR3618
chr22	20072455	20072602	148	*	X19382	100302197	20073581	20073665	85	+	978	upstream	978	MIR1306
chr22	21354699	21354803	105	*	X19465	439931	21356211	21364663	8453	+	1407	upstream	1407	THAP7-AS1
chr22	23603247	23603366	120	*	X19541	26226	23604954	23607186	2233	+	1587	upstream	1587	FBXW4P1
chr22	23604867	23605046	180	*	X19542	26226	23604954	23607186	2233	+	0	overlapStart	0	FBXW4P1
chr22	24031452	24031571	120	*	X19563	266747	24032961	24041363	8403	+	1389	upstream	1389	RGL4
chr22	24811625	24811774	150	*	X19636	135	24813709	24838325	24617	+	1934	upstream	1934	ADORA2A
chr22	24812255	24812389	135	*	X19637	135	24813709	24838325	24617	+	1319	upstream	1319	ADORA2A
chr22	24812672	24812926	255	*	X19638	135	24813709	24838325	24617	+	782	upstream	782	ADORA2A
chr22	25777280	25777429	150	*	X19660	91355	25747385	25777544	30160	-	0	inside	114	LRP5L
chr22	29730070	29730188	119	*	X19705	100500833	29729147	29729256	110	-	813	upstream	813	NA
chr22	30697012	30697126	115	*	X19745	652968	30681107	30695540	14434	-	1471	upstream	1471	CASTOR1
chr22	30775087	30775191	105	*	X19749	85371	30764800	30773894	9095	-	1192	upstream	1192	KIAA1656
chr22	30805257	30805376	120	*	X19753	51537	30805176	30825041	19866	+	0	inside	80	MTFP1
chr22	35730742	35730823	82	*	X19854	100500826	35731633	35731751	119	+	809	upstream	809	MIR3909
chr22	38508358	38508404	47	*	X20001	80115	38480896	38506676	25781	-	1681	upstream	1681	BAIAP2L2
chr22	39826528	39826647	120	*	X20074	100506472	39828165	39833133	4969	+	1517	upstream	1517	LOC100506472
chr22	39827368	39827487	120	*	X20075	100506472	39828165	39833133	4969	+	677	upstream	677	LOC100506472
chr22	42018375	42018464	90	*	X20171	27351	41994032	42017061	23030	-	1313	upstream	1313	DESI1
chr22	50175179	50175298	120	*	X20359	90834	50171538	50173958	2421	-	1220	upstream	1220	NA
chr22	50683929	50683937	9	*	X20410	85378	50656118	50683400	27283	-	528	upstream	528	TUBGCP6
chr22	50684924	50685043	120	*	X20411	85378	50656118	50683400	27283	-	1523	upstream	1523	TUBGCP6
chr22	51018029	51018163	135	*	X20483	1375	51007290	51017096	9807	-	932	upstream	932	CPT1B
chr22	51019034	51019138	105	*	X20484	1375	51007290	51017096	9807	-	1937	upstream	1937	CPT1B
chr22	51020008	51020232	225	*	X20485	100144603	51021455	51022355	901	+	1222	upstream	1222	CHKB-DT
chr3	9743765	9743914	150	*	X20560	151835	9745510	9771592	26083	+	1595	upstream	1595	CPNE9
chr3	9849784	9849832	49	*	X20571	26140	9851644	9878040	26397	+	1811	upstream	1811	TTLL3
chr3	10319876	10319995	120	*	X20597	100126793	10320905	10335133	14229	+	909	upstream	909	GHRLOS
chr3	10320176	10320280	105	*	X20598	100126793	10320905	10335133	14229	+	624	upstream	624	GHRLOS
chr3	10321031	10321165	135	*	X20599	100126793	10320905	10335133	14229	+	0	inside	125	GHRLOS
chr3	10336004	10336108	105	*	X20602	51738	10327434	10334631	7198	-	1372	upstream	1372	GHRL
chr3	45984970	45984970	1	*	X20832	10663	45984973	45989845	4873	+	2	upstream	2	CXCR6
chr3	47889865	47889984	120	*	X20889	100302232	47891045	47891119	75	+	1060	upstream	1060	MIR1226
chr3	47890030	47890164	135	*	X20890	100302232	47891045	47891119	75	+	880	upstream	880	MIR1226
chr3	47890502	47890621	120	*	X20891	100302232	47891045	47891119	75	+	423	upstream	423	MIR1226
chr3	48472893	48473057	165	*	X20916	5364	48445261	48471460	26200	-	1432	upstream	1432	PLXNB1
chr3	48711620	48711784	165	*	X20932	1951	48662831	48709981	47151	-	1638	upstream	1638	CELSR3
chr3	49068029	49068163	135	*	X20953	3615	49061762	49066875	5114	-	1153	upstream	1153	IMPDH2
chr3	49068719	49068823	105	*	X20954	3615	49061762	49066875	5114	-	1843	upstream	1843	IMPDH2
chr3	49314410	49314455	46	*	X20975	375341	49306030	49314508	8479	-	0	inside	52	C3orf62
chr3	49315400	49315489	90	*	X20976	375341	49306030	49314508	8479	-	891	upstream	891	C3orf62
chr3	49396504	49396542	39	*	X20980	2876	49394609	49395791	1183	-	712	upstream	712	GPX1
chr3	49460270	49460315	46	*	X20984	275	49454211	49460111	5901	-	158	upstream	158	AMT
chr3	49757812	49757901	90	*	X21008	386724	49754267	49757238	2972	-	573	upstream	573	AMIGO3
chr3	49758349	49758468	120	*	X21009	386724	49754267	49757238	2972	-	1110	upstream	1110	AMIGO3
chr3	50139509	50139638	130	*	X21020	100775107	50137036	50138421	1386	-	1087	upstream	1087	RBM5-AS1
chr3	50367536	50367610	75	*	X21053	11334	50362341	50365668	3328	-	1867	upstream	1867	TUSC2
chr3	51426927	51427085	159	*	X21074	29890	51428699	51435336	6638	+	1613	upstream	1613	RBM15B
chr3	52029603	52029750	148	*	X21116	6159	52027644	52029958	2315	-	0	inside	207	RPL29
chr3	52265829	52265875	47	*	X21137	54106	52255096	52265247	10152	-	581	upstream	581	TLR9
chr3	52869355	52869474	120	*	X21172	389125	52863876	52869318	5443	-	36	upstream	36	MUSTN1
chr3	128211654	128211788	135	*	X21460	2624	128198265	128212030	13766	-	0	inside	241	GATA2
chr3	128212534	128212638	105	*	X21461	2624	128198265	128212030	13766	-	503	upstream	503	GATA2
chr3	128212834	128212880	47	*	X21462	2624	128198265	128212030	13766	-	803	upstream	803	GATA2
chr3	128212920	128212923	4	*	X21463	2624	128198265	128212030	13766	-	889	upstream	889	GATA2
chr3	129034315	129034404	90	*	X21490	339942	129035114	129043412	8299	+	709	upstream	709	H1-10-AS1
chr3	131102226	131102330	105	*	X21520	339874	131043936	131100319	56384	-	1906	upstream	1906	LOC339874
chr3	132403718	132403822	105	*	X21530	100532724	132297640	132403638	105999	-	79	upstream	79	NPHP3-ACAD11
chr3	148802177	148802281	105	*	X21609	100873945	148804119	148820610	16492	+	1837	upstream	1837	HLTF-AS1
chr3	184042963	184043082	120	*	X21722	692107	184043484	184043559	76	+	401	upstream	401	SNORD66
chr3	184051636	184051755	120	*	X21725	131408	184053717	184064063	10347	+	1961	upstream	1961	FAM131A
chr3	184052431	184052565	135	*	X21726	131408	184053717	184064063	10347	+	1151	upstream	1151	FAM131A
chr3	184052671	184052730	60	*	X21727	131408	184053717	184064063	10347	+	986	upstream	986	FAM131A
chr3	196293742	196293758	17	*	X21840	200933	196295725	196315930	20206	+	1966	upstream	1966	FBXO45
chr4	670117	670206	90	*	X21890	521	666225	668127	1903	-	1989	upstream	1989	ATP5ME
chr4	2252563	2252727	165	*	X22009	100616358	2251804	2251883	80	-	679	upstream	679	MIR4800
chr4	2253268	2253402	135	*	X22010	100616358	2251804	2251883	80	-	1384	upstream	1384	MIR4800
chr4	2253583	2253621	39	*	X22011	100616358	2251804	2251883	80	-	1699	upstream	1699	MIR4800
chr4	83350060	83350125	66	*	X22380	58478	83351726	83382244	30519	+	1600	upstream	1600	ENOPH1
chr4	83820325	83820414	90	*	X22386	79725	83821837	83841438	19602	+	1422	upstream	1422	THAP9
chr4	100868570	100868689	120	*	X22436	79982	100817407	100867883	50477	-	686	upstream	686	DNAJB14
chr4	141565447	141565581	135	*	X22524	644962	141562345	141564234	1890	-	1212	upstream	1212	TNRC18P1
chr4	141565612	141565686	75	*	X22525	644962	141562345	141564234	1890	-	1377	upstream	1377	TNRC18P1
chr5	1063615	1063639	25	*	X22704	100616479	1063011	1063089	79	-	525	upstream	525	MIR4635
chr5	1064890	1065459	570	*	X22705	100616479	1063011	1063089	79	-	1800	upstream	1800	MIR4635
chr5	8459835	8459969	135	*	X22764	100616142	8461038	8461112	75	+	1068	upstream	1068	MIR4458
chr5	14711578	14711712	135	*	X22803	100130744	14712803	14716638	3836	+	1090	upstream	1090	LOC100130744
chr5	68710864	68710968	105	*	X22958	153562	68710939	68738984	28046	+	0	overlapStart	0	MARVELD2
chr5	74061063	74061079	17	*	X22984	10412	74062816	74072737	9922	+	1736	upstream	1736	NSA2
chr5	137772894	137773043	150	*	X23223	51308	137774690	137782658	7969	+	1646	upstream	1646	REEP2
chr5	139927469	139927588	120	*	X23269	8637	139927251	139929163	1913	+	0	inside	217	EIF4EBP3
chr5	139945482	139945601	120	*	X23275	10307	139937853	139944189	6337	-	1292	upstream	1292	APBB3
chr5	140073000	140073089	90	*	X23285	3035	140053490	140071312	17823	-	1687	upstream	1687	HARS1
chr5	156772934	156773025	92	*	X23402	408263	156768607	156772729	4123	-	204	upstream	204	FNDC9
chr5	156773070	156773083	14	*	X23403	408263	156768607	156772729	4123	-	340	upstream	340	FNDC9
chr5	172387907	172387996	90	*	X23459	100268168	172381786	172386371	4586	-	1535	upstream	1535	LOC100268168
chr5	179225833	179225907	75	*	X23584	100302156	179225278	179225346	69	-	486	upstream	486	MIR1229
chr5	179227243	179227332	90	*	X23585	100302156	179225278	179225346	69	-	1896	upstream	1896	MIR1229
chr6	656954	657030	77	*	X23635	135458	655939	656964	1026	-	0	overlapStart	0	HUS1B
chr6	8087293	8087397	105	*	X23705	100124533	8086641	8086766	126	-	526	upstream	526	SCARNA27
chr6	8088148	8088237	90	*	X23706	100124533	8086641	8086766	126	-	1381	upstream	1381	SCARNA27
chr6	13296143	13296167	25	*	X23727	100130357	13279527	13295818	16292	-	324	upstream	324	LOC100130357
chr6	34393550	34393624	75	*	X24081	100529239	34254973	34393902	138930	-	0	inside	277	RPS10-NUDT3
chr6	34393550	34393624	75	*	X24081	6204	34385231	34393902	8672	-	0	inside	277	RPS10
chr6	41564568	41564717	150	*	X24202	100616178	41566461	41566526	66	+	1743	upstream	1743	MIR4641
chr6	41564827	41565036	210	*	X24203	100616178	41566461	41566526	66	+	1424	upstream	1424	MIR4641
chr6	41565333	41565649	317	*	X24204	100616178	41566461	41566526	66	+	811	upstream	811	MIR4641
chr6	41890596	41890700	105	*	X24209	9477	41873092	41888877	15786	-	1718	upstream	1718	MED20
chr6	42980363	42980452	90	*	X24239	116138	42981841	42989036	7196	+	1388	upstream	1388	KLHDC3
chr6	42987915	42988124	210	*	X24241	88745	42989385	42997337	7953	+	1260	upstream	1260	RRP36
chr6	42988608	42988709	102	*	X24242	88745	42989385	42997337	7953	+	675	upstream	675	RRP36
chr6	42988743	42988828	86	*	X24243	88745	42989385	42997337	7953	+	556	upstream	556	RRP36
chr6	43006753	43006827	75	*	X24247	89953	43008515	43042833	34319	+	1687	upstream	1687	KLC4
chr6	43007738	43007872	135	*	X24248	89953	43008515	43042833	34319	+	642	upstream	642	KLC4
chr6	43042328	43042477	150	*	X24259	5754	43044006	43129458	85453	+	1528	upstream	1528	PTK7
chr6	43148405	43148453	49	*	X24266	23113	43149922	43192325	42404	+	1468	upstream	1468	CUL9
chr6	43480015	43480104	90	*	X24292	221424	43474703	43478081	3379	-	1933	upstream	1933	LRRC73
chr6	133136005	133136032	28	*	X24620	6206	133135708	133138703	2996	+	0	inside	296	RPS12
chr6	133136005	133136032	28	*	X24620	594839	133136446	133138490	2045	+	413	upstream	413	SNORA33
chr6	149720605	149720694	90	*	X24680	387082	149721495	149722182	688	+	800	upstream	800	SUMO4
chr6	159186201	159186255	55	*	X24777	100500851	159185693	159185785	93	-	415	upstream	415	MIR3918
chr6	159237187	159237276	90	*	X24781	101409257	159239011	159243272	4262	+	1734	upstream	1734	EZR-AS1
chr6	159238041	159238130	90	*	X24782	101409257	159239011	159243272	4262	+	880	upstream	880	EZR-AS1
chr7	4828594	4828620	27	*	X24974	100616465	4828196	4828270	75	-	323	upstream	323	MIR4656
chr7	22896293	22896352	60	*	X25053	692210	22896232	22896305	74	+	0	overlapEnd	60	SNORD93
chr7	26239172	26239291	120	*	X25072	11335	26240831	26253227	12397	+	1539	upstream	1539	CBX3
chr7	26239397	26239531	135	*	X25073	11335	26240831	26253227	12397	+	1299	upstream	1299	CBX3
chr7	27180241	27180315	75	*	X25085	100133311	27179983	27195547	15565	+	0	inside	257	HOXA-AS3
chr7	27184234	27184353	120	*	X25087	3202	27180671	27183287	2617	-	946	upstream	946	HOXA5
chr7	27205005	27205066	62	*	X25092	3205	27202057	27205149	3093	-	0	inside	82	HOXA9
chr7	44614373	44614421	49	*	X25175	54606	44605016	44614137	9122	-	235	upstream	235	DDX56
chr7	56126519	56126638	120	*	X25219	677803	56128163	56128295	133	+	1524	upstream	1524	SNORA15
chr7	99697932	99698042	111	*	X25420	9179	99699130	99707942	8813	+	1087	upstream	1087	AP4M1
chr7	100173170	100173274	105	*	X25449	100316904	100169853	100171270	1418	-	1899	upstream	1899	SAP25
chr7	100287052	100287186	135	*	X25476	64599	100277130	100286870	9741	-	181	upstream	181	GIGYF1
chr7	100802296	100802344	49	*	X25498	100616117	100802754	100802836	83	+	409	upstream	409	MIR4653
chr7	100802465	100802614	150	*	X25499	100616117	100802754	100802836	83	+	139	upstream	139	MIR4653
chr7	100882761	100882895	135	*	X25507	24146	100875373	100882101	6729	-	659	upstream	659	CLDN15
chr7	100883721	100883960	240	*	X25508	24146	100875373	100882101	6729	-	1619	upstream	1619	CLDN15
chr7	104632217	104632351	135	*	X25530	100216546	104622194	104631612	9419	-	604	upstream	604	LINC01004
chr7	127231661	127231780	120	*	X25565	29999	127231463	127241851	10389	+	0	inside	197	FSCN3
chr7	127721597	127721731	135	*	X25571	693178	127721913	127722012	100	+	181	upstream	181	MIR593
chr7	127949558	127949692	135	*	X25573	157247	127937738	127947816	10079	-	1741	upstream	1741	NA
chr7	127949708	127949827	120	*	X25574	157247	127937738	127947816	10079	-	1891	upstream	1891	NA
chr7	128506518	128506599	82	*	X25614	100130705	128506464	128512101	5638	+	0	inside	53	ATP6V1FNB
chr7	150021788	150021937	150	*	X25786	653857	149944301	150020758	76458	-	1029	upstream	1029	ACTR3C
chr7	150935278	150935397	120	*	X25841	768213	150935507	150935624	118	+	109	upstream	109	MIR671
chr8	22499421	22499471	51	*	X26042	80094	22497884	22499722	1839	-	0	inside	250	BIN3-IT1
chr8	22500781	22500855	75	*	X26043	80094	22497884	22499722	1839	-	1058	upstream	1058	BIN3-IT1
chr8	94713953	94714027	75	*	X26258	642924	94358695	94712661	353967	-	1291	upstream	1291	LINC00535
chr8	144661446	144661610	165	*	X26414	93100	144656955	144660513	3559	-	932	upstream	932	NAPRT
chr8	144661686	144661895	210	*	X26415	93100	144656955	144660513	3559	-	1172	upstream	1172	NAPRT
chr8	144678809	144678809	1	*	X26424	84948	144680074	144682485	2412	+	1264	upstream	1264	TIGD5
chr8	144777998	144778016	19	*	X26434	286076	144779285	144780583	1299	+	1268	upstream	1268	LINC02878
chr8	144898967	144899086	120	*	X26443	23513	144873090	144897549	24460	-	1417	upstream	1417	SCRIB
chr8	145319541	145319594	54	*	X26479	642658	145321517	145492131	170615	+	1922	upstream	1922	SCX
chr8	145580339	145580473	135	*	X26487	340393	145576886	145579269	2384	-	1069	upstream	1069	TMEM249
chr8	145580339	145580473	135	*	X26487	79581	145582217	145584948	2732	+	1743	upstream	1743	SLC52A2
chr8	145619997	145620101	105	*	X26494	100126351	145619364	145619445	82	-	551	upstream	551	MIR939
chr8	145620610	145620686	77	*	X26495	100126351	145619364	145619445	82	-	1164	upstream	1164	MIR939
chr8	145620952	145620984	33	*	X26496	100126351	145619364	145619445	82	-	1506	upstream	1506	MIR939
chr8	145625870	145626004	135	*	X26501	100302196	145625476	145625559	84	-	310	upstream	310	MIR1234
chr8	145626230	145626289	60	*	X26502	100302196	145625476	145625559	84	-	670	upstream	670	MIR1234
chr8	145626649	145626664	16	*	X26503	100302196	145625476	145625559	84	-	1089	upstream	1089	MIR1234
chr8	145654835	145654939	105	*	X26506	51160	145649000	145653927	4928	-	907	upstream	907	VPS28
chr8	145655150	145655239	90	*	X26507	51160	145649000	145653927	4928	-	1222	upstream	1222	VPS28
chr8	145741298	145741432	135	*	X26526	9684	145743349	145750559	7211	+	1916	upstream	1916	LRRC14
chr8	146014278	146014397	120	*	X26533	80778	145998501	146012725	14225	-	1552	upstream	1552	ZNF34
chr9	33935140	33935214	75	*	X26663	101340252	33934295	33934373	79	-	766	upstream	766	SNORD121B
chr9	34397696	34397830	135	*	X26678	84688	34379017	34397849	18833	-	0	inside	18	C9orf24
chr9	34398865	34398917	53	*	X26679	84688	34379017	34397849	18833	-	1015	upstream	1015	C9orf24
chr9	34399331	34399420	90	*	X26680	84688	34379017	34397849	18833	-	1481	upstream	1481	C9orf24
chr9	34399496	34399630	135	*	X26681	84688	34379017	34397849	18833	-	1646	upstream	1646	C9orf24
chr9	35607649	35607858	210	*	X26695	100616214	35608091	35608156	66	+	232	upstream	232	MIR4667
chr9	35750402	35750476	75	*	X26709	57704	35736863	35749983	13121	-	418	upstream	418	GBA2
chr9	35751077	35751211	135	*	X26710	57704	35736863	35749983	13121	-	1093	upstream	1093	GBA2
chr9	95378304	95378423	120	*	X26861	100128361	95380332	95382817	2486	+	1908	upstream	1908	LOC100128361
chr9	96938461	96938550	90	*	X26909	406888	96938629	96938715	87	+	78	upstream	78	MIRLET7F1
chr9	97846914	97847013	100	*	X26912	407011	97847490	97848370	881	+	476	upstream	476	MIR23B
chr9	104162495	104162584	90	*	X26992	54534	104151122	104160919	9798	-	1575	upstream	1575	MRPL50
chr9	114693666	114693785	120	*	X27048	100616114	114694380	114694449	70	+	594	upstream	594	MIR4668
chr9	125643122	125643241	120	*	X27146	692206	125642492	125642598	107	-	523	upstream	523	SNORD90
chr9	125643917	125644021	105	*	X27147	692206	125642492	125642598	107	-	1318	upstream	1318	SNORD90
chr9	125795764	125795883	120	*	X27148	2844	125795922	125797944	2023	+	38	upstream	38	GPR21
chr9	130454459	130454464	6	*	X27237	100500872	130452966	130453074	109	-	1384	upstream	1384	MIR3911
chr9	130555138	130555242	105	*	X27239	2356	130556876	130576556	19681	+	1633	upstream	1633	FPGS
chr9	130556509	130556556	48	*	X27240	2356	130556876	130576556	19681	+	319	upstream	319	FPGS
chr9	130702651	130702764	114	*	X27259	8818	130697374	130700763	3390	-	1887	upstream	1887	DPM2
chr9	134360161	134360295	135	*	X27443	26786	134361052	134365958	4907	+	756	upstream	756	SNORD62A
chr9	136224953	136225057	105	*	X27506	6834	136218666	136223361	4696	-	1591	upstream	1591	SURF1
chr9	136225163	136225195	33	*	X27507	6834	136218666	136223361	4696	-	1801	upstream	1801	SURF1
chr9	138393618	138393706	89	*	X27545	138162	138387026	138392364	5339	-	1253	upstream	1253	C9orf116
chr9	138394187	138394441	255	*	X27546	138162	138387026	138392364	5339	-	1822	upstream	1822	C9orf116
chr9	139269647	139269871	225	*	X27583	64170	139257441	139268133	10693	-	1513	upstream	1513	CARD9
chr9	139303111	139303320	210	*	X27599	23203	139305116	139318213	13098	+	1795	upstream	1795	PMPCA
chr9	139837621	139837725	105	*	X27653	733	139839698	139841426	1729	+	1972	upstream	1972	C8G
chr9	140084884	140084893	10	*	X27691	29882	140069236	140083057	13822	-	1826	upstream	1826	ANAPC2
chr9	140084947	140085033	87	*	X27692	29882	140069236	140083057	13822	-	1889	upstream	1889	ANAPC2
chrX	20154218	20154322	105	*	X27871	100158262	20154184	20154531	348	-	0	inside	208	SCARNA9L
chrX	47062208	47062312	105	*	X27984	8552	47064247	47065254	1008	+	1934	upstream	1934	INE1
chrX	47062448	47062551	104	*	X27985	8552	47064247	47065254	1008	+	1695	upstream	1695	INE1
chrX	47062988	47063092	105	*	X27986	8552	47064247	47065254	1008	+	1154	upstream	1154	INE1
chrX	47516925	47517044	120	*	X28026	100133957	47518232	47519776	1545	+	1187	upstream	1187	UXT-AS1
chrX	48682948	48683037	90	*	X28047	3266	48684923	48688279	3357	+	1885	upstream	1885	ERAS
chrX	48683963	48684037	75	*	X28048	3266	48684923	48688279	3357	+	885	upstream	885	ERAS
chrX	53448133	53448237	105	*	X28134	158787	53449805	53458063	8259	+	1567	upstream	1567	RIBC1
chrX	73507389	73507468	80	*	X28303	442919	73507121	73507192	72	-	196	upstream	196	MIR374A
chrX	73507389	73507468	80	*	X28303	664614	73506939	73507044	106	-	344	upstream	344	MIR545
chrX	152988402	152988506	105	*	X28545	215	152990323	153010216	19894	+	1816	upstream	1816	ABCD1
chrX	153061415	153061489	75	*	X28551	3421	153051221	153059978	8758	-	1436	upstream	1436	IDH3G
chrX	153627900	153628004	105	*	X28583	26778	153628622	153628756	135	+	617	upstream	617	SNORA70
chrX	153664220	153664344	125	*	X28590	2664	153665259	153671814	6556	+	914	upstream	914	GDI1
chrX	153670630	153670704	75	*	X28594	9130	153672473	153679002	6530	+	1768	upstream	1768	FAM50A
chrX	153670955	153671044	90	*	X28595	9130	153672473	153679002	6530	+	1428	upstream	1428	FAM50A
chrX	153671165	153671335	171	*	X28596	9130	153672473	153679002	6530	+	1137	upstream	1137	FAM50A
chrX	154002556	154002690	135	*	X28616	677835	154003273	154003401	129	+	582	upstream	582	SNORA56
